CustomerId,primary_persona,secondary_persona,llm_secondary_persona,secondary_persona_llm
NfBWDtvAIv,regular,tech_park,Tech Park Navigator,Tech Park Navigator
NfTAGrLEMk,regular,other,Mall Frequent Charger,Mall Frequent Charger
NgBAeVIoNF,regular,other,Mall Route Charger,Mall Route Charger
NgRYZguTAW,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NgTWQIRRpw,regular,other,Mall Route Charger,Mall Route Charger
NghhLFKOfN,regular,residential,Suburban Home Charger,Suburban Home Charger
NhNmCsqLbV,regular,residential,Suburb Home Charger,Suburb Home Charger
NhXXlBelrJ,regular,other,Urban Hub Charger,Urban Hub Charger
NiTkeVbbYA,regular,other,Urban Convenience Driver,Urban Convenience Driver
NjEtMggehB,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NjxhiywCOh,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NkklVjMyei,regular,residential,Suburban Home Charger,Suburban Home Charger
NkllUtCrKR,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NlMeMevrcb,regular,other,Urban Explorer Hub,Urban Explorer Hub
NlOUsAoAYp,regular,tech_park,Tech Park Navigator,Tech Park Navigator
NlXRFGJztd,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NmEJerAKCh,regular,residential,Suburban Home Charger,Suburban Home Charger
NmNLsfklYp,regular,other,Urban Hub Charger,Urban Hub Charger
NmQRUPrwre,regular,school,Campus Commuter Charge,Campus Commuter Charge
NmZYIWmZzd,regular,residential,Suburban Home Charger,Suburban Home Charger
NmjONViGmF,regular,residential,Suburban Home Charger,Suburban Home Charger
NmzHdfeRcb,regular,other,Mall Route Charger,Mall Route Charger
NnENVzmdMj,regular,residential,Suburban Home Navigator,Suburban Home Navigator
NnQrIwQety,regular,other,Mall Route Charger,Mall Route Charger
NnyyjVoYFz,regular,other,Mall Route Charger,Mall Route Charger
No ID,noise,residential,Neighborhood Networker,Neighborhood Networker
NoNXfBbmZU,regular,other,Regional Hub Charger,Regional Hub Charger
NoSoFesxOb,regular,other,Urban Explorer Hub,Urban Explorer Hub
NogKbZvjrt,regular,residential,Suburban Home Charger,Suburban Home Charger
NoowuXPyen,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NopuMcpbMs,regular,residential,Home-Base Resident,Home-Base Resident
NovWNsiKWj,regular,residential,Suburban Home Charger,Suburban Home Charger
NpSHNYVOPX,regular,residential,Suburban Home Charger,Suburban Home Charger
NplIIqZBxn,regular,school,Campus Commuter,Campus Commuter
NpomtVSrLE,regular,other,Urban Explorer Charger,Urban Explorer Charger
NpySHXHJxU,regular,other,Regional Explorer Charger,Regional Explorer Charger
NpyYEqZzvJ,regular,other,Mall Route Charger,Mall Route Charger
NqRDPIxjGF,regular,other,Mall Route Charger,Mall Route Charger
NqRVDldWKP,regular,other,Regional Hub Charger,Regional Hub Charger
NquxkRIsSe,regular,tech_park,Tech Park Navigator,Tech Park Navigator
NrBrMzdbce,regular,other,Urban Circuit Rider,Urban Circuit Rider
NrPBOpNghr,regular,residential,Suburban Home Hub,Suburban Home Hub
NrTYCYleqn,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NraFSBkseR,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NrbKmIowvN,regular,other,Urban Hub Charger,Urban Hub Charger
NrnmcVQBtC,regular,residential,Home-Base Resident,Home-Base Resident
NrnnNQKzVo,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
NrvVAXylbE,regular,other,Urban Explorer Charger,Urban Explorer Charger
NsFmDDuMIj,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
NsLsRPMgos,regular,residential,Suburban Home Charger,Suburban Home Charger
NtIgkYusUx,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NtYwiDiMgW,regular,other,Urban Hub Charger,Urban Hub Charger
NtdYtyoOWV,noise,residential,Suburban Home Charger,Suburban Home Charger
NuBiwpCgLR,regular,hospital,Hospital Routine Charger,Hospital Routine Charger
NuCIhjJNsT,regular,school,Campus Commute Charger,Campus Commute Charger
NuRJmyQyeo,regular,tech_park,Tech Park Navigator,Tech Park Navigator
NuVeYMbTUn,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NvQkIVqQJN,regular,residential,Suburban Home Hub,Suburban Home Hub
NvgMHKPZpG,regular,other,Urban Mall Charger,Urban Mall Charger
NvzkmvJRgn,regular,other,Urban Explorer Hub,Urban Explorer Hub
NwEwRlabTX,regular,other,Mall Route Charger,Mall Route Charger
NweuedoGIQ,regular,other,Mall Route Charger,Mall Route Charger
NwlifxDvQp,regular,residential,Suburban Home Charger,Suburban Home Charger
NwwIBESICj,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NwxKjYxIbP,regular,other,Mall Route Charger,Mall Route Charger
NwysETqofr,regular,other,Regional Mall Navigator,Regional Mall Navigator
NxLXhihHOI,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NyBSLvHxtq,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NyKEBkfdCZ,regular,residential,Suburban Home Hub,Suburban Home Hub
NyswSoTqgp,regular,residential,Suburban Home Charger,Suburban Home Charger
NzRfcfAOmO,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NzcxIdZrRQ,regular,residential,Suburban Home Charger,Suburban Home Charger
NziXtnphGi,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
NzlCWPKUaf,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OALHDzYccs,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OAQYTbTRqE,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
OAqXTUvEZw,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
OAySyJINXm,regular,residential,Suburban Home Charger,Suburban Home Charger
OBBZyarjTJ,regular,residential,Suburban Home Hub,Suburban Home Hub
OBFUWfMGMn,noise,other,Mall Route Charger,Mall Route Charger
OBkBpBQbvZ,regular,residential,Suburban Home Charger,Suburban Home Charger
OBmJefoTjs,noise,other,Suburban Home Hub,Suburban Home Hub
OCAOQGZkux,regular,residential,Home-Neighborhood Refueler,Home-Neighborhood Refueler
OCVmIIrTRd,regular,other,Mall Route Charger,Mall Route Charger
OCqNzjlmGA,regular,residential,Suburban Home Charger,Suburban Home Charger
OCvqTeJjuD,regular,residential,Home-Based Suburban Charger,Home-Based Suburban Charger
ODI2BIZNKT,regular,residential,Suburban Home Networker,Suburban Home Networker
ODSCqLVkdr,regular,residential,Suburban Home Charger,Suburban Home Charger
ODiYHuPkFj,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
ODlFghZKVv,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
ODlmLEENbX,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
ODoRGFziUD,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
ODolJisWsM,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OEFNopJumu,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OEeEatnuHc,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OFQZMeJlWB,regular,other,Mall Route Charger,Mall Route Charger
OGPrJZMbtv,regular,residential,Suburban Home Hub,Suburban Home Hub
OHILszRGJI,regular,other,Regional Retail Voyager,Regional Retail Voyager
OHVaOkgleh,regular,other,Mall Route Charger,Mall Route Charger
OHtlYFYxHc,regular,shopping_mall,Mall Convenience Cruiser,Mall Convenience Cruiser
OIAHSfyxeI,noise,other,Suburban Comfort Charger,Suburban Comfort Charger
OIXlMKoyOO,regular,other,Urban Explorer Hub,Urban Explorer Hub
OJEVkSDkvF,regular,residential,Home-Neighborhood Resident,Home-Neighborhood Resident
OJKsHcRvxF,regular,residential,Suburban Home Charger,Suburban Home Charger
OJwJfaJYMv,noise,other,Mall Route Charger,Mall Route Charger
OJznDoTbjM,noise,other,Urban Circuit Rider,Urban Circuit Rider
OKFvdSVdNM,regular,residential,Suburban Home Charger,Suburban Home Charger
OKYKFkKpir,regular,residential,Home-Neighborhood Regular,Home-Neighborhood Regular
OKakjdUvlL,regular,other,Urban Explorer Charger,Urban Explorer Charger
OKtUdllqGM,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OLLiDmnHhu,regular,other,Mall Route Charger,Mall Route Charger
OLNYbfWONT,regular,residential,Home-Neighborhood Routemaker,Home-Neighborhood Routemaker
OLQyJNutLG,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OLVCxtmhFC,noise,other,Mall Route Charger,Mall Route Charger
OLZlXhjHUg,regular,other,Urban Explorer Charger,Urban Explorer Charger
OLoIORwLzd,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OMHpmGItSS,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OMQmSsJIhx,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OMWFjgtfpw,regular,other,Mall Route Charger,Mall Route Charger
OMZrPcJnDe,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OMgqwyaACk,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OMhQOcgeFX,regular,other,Urban Mall Charger,Urban Mall Charger
OMySMTZqbU,regular,other,Regional Hub Charger,Regional Hub Charger
ONGBdvnvNU,regular,residential,Suburban Home Hub,Suburban Home Hub
ONhgUvKRpL,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
ONsFggvAjF,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OOjXIoixKX,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
OPEhLgDHVH,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OPVCHxozVK,regular,other,Urban Hub Charger,Urban Hub Charger
OPWLlsMeIh,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OPmjbyqLQH,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
OQMTjTftTu,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
OQSSdfEKID,regular,residential,Suburban Home Charger,Suburban Home Charger
OQStJnmtnJ,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OQhVKMYfbC,regular,other,Urban Hub Charger,Urban Hub Charger
OQvwjiYWEZ,regular,other,Neighborhood Home Charger,Neighborhood Home Charger
ORqnKcfsYS,regular,other,Mall Route Charger,Mall Route Charger
OSMjcJPBCY,regular,other,Urban Explorer Charger,Urban Explorer Charger
OScykWWGfe,regular,residential,Suburban Home Charger,Suburban Home Charger
OTEBpJiGnk,regular,residential,Suburban Home Charger,Suburban Home Charger
OTlVydVnHI,regular,other,Mall Frequent Charger,Mall Frequent Charger
OUuZRYBoXU,regular,other,Mall Route Navigator,Mall Route Navigator
OUvTiOlaLI,regular,residential,Suburban Home Hub,Suburban Home Hub
OVIRfSQohN,noise,other,Mall Route Charger,Mall Route Charger
OVVNIqVWDS,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OVkQkJtGsr,regular,other,Urban Explorer Charger,Urban Explorer Charger
OVqDLmkblR,regular,shopping_mall,Mall Navigator,Mall Navigator
OWNyXJNGut,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
OWbMHOrAMg,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OWbgQGrzku,noise,residential,Neighborhood Home Charger,Neighborhood Home Charger
OX3FECC430,regular,other,Mall Frequent Charger,Mall Frequent Charger
OXHlrrWFbB,regular,residential,Suburban Home Hub,Suburban Home Hub
OXKeEewyhC,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OXbGJzDhbJ,noise,shopping_mall,Mall Navigator,Mall Navigator
OXeHThDTIY,regular,other,Regional Retail Charger,Regional Retail Charger
OYETNvENFO,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OYIUmIYKND,regular,residential,Suburban Home Charger,Suburban Home Charger
OYVYUGkVcm,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OYVspwVcqE,regular,residential,Suburban Home Charger,Suburban Home Charger
OYoIXNjwzo,regular,other,Mall Route Charger,Mall Route Charger
OZCGvlEtpU,regular,residential,Suburban Home Charger,Suburban Home Charger
OZVyjOGCnv,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OZlHZNyuVQ,regular,residential,Suburban Home Hub,Suburban Home Hub
OZrRAfqnwc,regular,other,Mall Route Charger,Mall Route Charger
OaHxINgQVp,regular,other,Mall Route Charger,Mall Route Charger
OaLqCWaNNE,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OabAQUqgBn,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OaqxnbbZuK,regular,other,Urban Circuit Rider,Urban Circuit Rider
ObJfZpPPaC,noise,other,Urban Hub Charger,Urban Hub Charger
ObLXIaRVEE,regular,residential,Suburban Home Charger,Suburban Home Charger
OcBtHQYkxa,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OcCebndIbK,regular,tech_park,Tech Park Resident,Tech Park Resident
OdNdRxLRaj,regular,residential,Suburban Home Hub,Suburban Home Hub
OdYVBiskzf,regular,other,Urban Hub Charger,Urban Hub Charger
OeMHlkLDMB,regular,residential,Suburban Home Charger,Suburban Home Charger
OeQrNFpkJX,regular,residential,Home-Base Suburban Charger,Home-Base Suburban Charger
OelpMbUpSy,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OfAtogGNod,regular,residential,Suburban Home Charger,Suburban Home Charger
OfCmJQZqWx,regular,school,Campus Commute Charger,Campus Commute Charger
OfXTAJvJES,regular,shopping_mall,Mall Navigator,Mall Navigator
OffjgrufTl,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OgHQJmrqPw,regular,other,Regional Hub Charger,Regional Hub Charger
OgTBeEuAnn,regular,shopping_mall,Mall Navigator,Mall Navigator
OgsbeADdPb,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
OhFNWnpQpR,regular,residential,Suburban Home Charger,Suburban Home Charger
OhKQuOgyTf,regular,residential,Home-Neighborhood Routine,Home-Neighborhood Routine
OhOcInoBcj,regular,other,Urban Hub Charger,Urban Hub Charger
OiNSkZkHXS,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OiVeyhXvUA,noise,residential,Suburban Home Navigator,Suburban Home Navigator
OigRSToxKZ,regular,other,Mall Route Charger,Mall Route Charger
OisNTwPQGT,noise,other,Mall Circuit Rider,Mall Circuit Rider
OjAEFDlrVS,regular,other,Mall Route Charger,Mall Route Charger
OjfYkBXFzu,regular,residential,Suburban Home Charger,Suburban Home Charger
OjsUwrhIlD,regular,school,Campus Commute Charger,Campus Commute Charger
OjvMknaWpA,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OkSiZJnZnF,noise,other,Mall Momentum Max,Mall Momentum Max
OkbBLRAPLV,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
OkhsCJrnXv,regular,other,Urban Hub Charger,Urban Hub Charger
OkmdcfOORb,regular,other,Urban Explorer Charger,Urban Explorer Charger
OkoyaokuII,regular,other,Urban Explorer Charger,Urban Explorer Charger
OlIeZEvmqR,regular,other,Urban Convenience Driver,Urban Convenience Driver
OlJkwiYeyY,regular,residential,Suburban Home Charger,Suburban Home Charger
OlKUaAjAYY,regular,other,Mall Route Charger,Mall Route Charger
OlZMKnnDWn,noise,other,Mall Route Navigator,Mall Route Navigator
OmCuDffBVU,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OmEUcWzxPz,regular,residential,Suburban Home Charger,Suburban Home Charger
OmJwHStBlc,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OmNZLQTQIH,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OmOGhfoERN,regular,other,Mall Route Charger,Mall Route Charger
OmQRIjLsCu,regular,residential,Suburban Home Charger,Suburban Home Charger
OmbwguHfJE,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OmlRrVNrVk,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OmwTwaJent,regular,shopping_mall,Mall Route Navigator,Mall Route Navigator
OnPhmYtXzM,regular,shopping_mall,Mall Navigator,Mall Navigator
OnTbhEOacq,noise,other,Mall Momentum Driver,Mall Momentum Driver
OnYkiHVIfX,regular,tech_park,Suburban Home Hub,Suburban Home Hub
OnYxarKSiL,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OnYzunlakP,regular,residential,Suburban Home Charger,Suburban Home Charger
OnhddFHBLO,regular,residential,Home-Neighborhood Navigator,Home-Neighborhood Navigator
OnofZZEApA,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OoLISfnvxp,regular,other,Mall Route Charger,Mall Route Charger
OolFzKDEKn,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OoofWAnPcU,regular,other,Urban Hub Charger,Urban Hub Charger
OpPCksLtka,regular,tech_park,Tech Park Resident,Tech Park Resident
OpPUeFrDji,regular,residential,Suburban Home Charger,Suburban Home Charger
OpgXbXpwdC,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OphGoRPeTu,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OpkCLlUvgD,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OqJBGXkiRF,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OqSZBWbVQW,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OqtcSFFZJq,regular,residential,Suburban Home Charger,Suburban Home Charger
OrQpNqpOND,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OrZJQyEdMF,regular,other,Regional Hub Charger,Regional Hub Charger
OrbUrCwlEt,regular,residential,Home-Neighborhood Charger,Home-Neighborhood Charger
OrjMwbFKlB,regular,other,Mall Route Charger,Mall Route Charger
OrxcaRlxVK,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OsMkeMNgeR,regular,shopping_mall,Mall Navigator,Mall Navigator
OsQIKgPhMO,regular,other,Regional Mall Navigator,Regional Mall Navigator
OscxAOzHwb,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OsopJtPdFb,regular,other,Mall Route Charger,Mall Route Charger
OsxvjMJCkW,regular,other,Mall Route Charger,Mall Route Charger
OtEEINUjdh,regular,tech_park,Tech Park Navigator,Tech Park Navigator
OtRlQbmJPH,regular,shopping_mall,Mall Momentum Driver,Mall Momentum Driver
OtdHqPQlRz,regular,residential,Neighborhood Home Charger,Neighborhood Home Charger
OtibYFHBKb,noise,other,Mall Route Charger,Mall Route Charger
OtijuZHOfJ,regular,residential,Suburban Home Charger,Suburban Home Charger
